Text,Label,Notes
"ts eliot pointed out that we are not legitimised or actualised by our strongest emotions - they are what turns unique, thinking individuals into an amorphous rabble. the strong emotions teenage girls (and - as a male ex-teenager myself - not just girls) develop around music are precisely the reason their predilictions should be taken with a pinch of salt, and not treated as a metric of quality. not that the reverse is true, either - just because teenagers like something doesn't necessarily make it shallow or bad",analysis,
I don’t know the answer but there’s something in here about the response to Olivia Dean vs Taylor Swift,analysis,
"Because the perception is that they only like them because of their looks, and not for any sort of artistic merit.",hot_take,
"Yes. This is huge. And idk. Might be people not secure in their masculinity sometimes? The Cure, Beach Boys, Empire of the Sun, Tame Impala, The Monkees 5 groups/artists off the top of my head that are utterly incredible, but people act the way you mentioned about them, and they don't get the respect they deserve from the masses.",analysis,"The text provides specific, verifiable pop-culture precedents, such as naming The Cure and Beach Boys, to support the argument about certain groups not getting the respect they deserve. However, the choice of groups seem o be gotten from a personal opinion rather than factual claims. Therefore, it could be considered a hot_take or anecdote"
"I was once a teenage girl and looking back…I think that when an artist becomes strongly associated with that type of audience, it triggers a cultural bias that treats female adolescence as vapid and fleeting which then automatically devalues the art they gravitate towards. When the Backstreet Boys showed up, (despite being a vocally talented group) they were widely dismissed and made fun of in part because their fanbase was 99% teenage girls.",analysis,
"25 and afab- they are correct it’s just misogyny. There are plenty of other kinds of fans who actually suck for reasons worth discussing, like for example a portion of mitski’s current audience. But it’s unmatched by the vitriol k-pop Stans get for sure. And this I feel has even seemed to calm down some, especially in swiftyville, the discourse around her was even worse when she was younger and dating. I was a big fan while one direction was still active. I experienced so much misogyny not just in online spaces but often to my face! From boys my own age and also grown ass men who were like 50. Don’t let anyone tell your interests aren’t worthy of engaging with or artistic analysis.",anecdote,
"I was a kid who was into rock and metal (Black Sabbath and the Beatles were some of the first via family members, and The Police were the first music that was ""mine""), and then teen girl and young woman who was music obsessed and smug that I listened to smart, loud, weird, difficult music. Big ""I'm not like other girls"" energy, it was definitely self directed misogyny. I wound my way through lots of genres and then in my 40s landed in pop, kpop in particular. It's been delightful. I stopped caring about what music is ""better"" and just started having fun; being jaded and critical got to be tiring. It's the first time I've been around mostly female music fans and I love the passion and creativity. I still listen to all of the music I picked up over the years, and I like to discover new performers and genres. When I stopped judging my own taste I also eased up on what other people like, in particular teens. My life is better spent digging into the things I love than belittling what other people live musically.",anecdote,
"It has less to do with the artist, than the fans reaction, and even more to do with the perceived reasons why the fans like the artist. The more that people perceive that the artist is about something other than the music, the more disdain they receive. When someone makes generi-pop, is shown exclusively in sexy poses, and shows up out of nowhere on every teen girl popular media, it's easy to think it's not about the music. When teenage girls have dozen of photos of the musician in sexy poses in their locker and only know the two songs playing on the radio, that cements it. It is difficult to think of a female artist that is marketed to boys in the same way that is treated differently. There are certain girl k-pop bands that fit the bill, but they aren't thought highly of outside of the fanbase.",analysis,
"I’ll speak to the more insular side of hardcore music fans. Rock and recently indie music often focus on counter culture elements. Misongy really restricted a lot of great female for so long. Pop is where woman could break through while still getting the approval of record executives. There is a flood of great female rock and indie singers now, but before there were very few in the 90s, 2000s, and early 10s. Rock and indie hipster kids HATED record executives. They also HATE new fans, posers, or people who “don’t pay their dues” or haven’t gone to shows. Also some certainly hated woman and girls because they were a bit incely and could not get women’s attention or women did not care about their counter culture music. I remember when lady Gaga came to lollapalooza the second time and she had just gotten absolutely huge. She was opposing the strokes at the height of their fame and her crowd obliterated theirs in numbers. Everyone at the fest was highly debating who they were going to go see. Lollapalooza was literally flooded with new teenage fans, and often male dominated space, and the fest was changing. Younger, more equal gender split instead of just the Nivnana/Soungarden older male fan. People who had never been to a rock show before flooded in to see her and teen boys/men who never cared about rock followed the girls /young women to party . There was a clear “culture clash” happening and it played out live at every band especially the ones before lady Gaga. The lady Gaga fans, many had never been to a big concert or festival ever before. They fought over the front rows, literally feral. A friend tried to leave the band before lady Gaga and the fans crushed in to get a good spot for her. He got scratched so hard trying to leave it drew blood because fans thought he was “stealing their spot” or pushing too hard in the crowd crushes. He stayed to watch her out of concern new fans would literally not let him slip past them and her set was fantastic. There is always conflict when new fans rush into a crowd, especially young ones. Near Travis scott or earl sweatshirt at a festival I had the same problem with white teen boys - just don’t know how to behave themselves yet. Everyone learns with time but teens are particularly ignorant and some don’t mind being annoying. I hope they look back at that time as having tons of fun but matured a bit since then.",analysis,
well its apart of life. my mother like alot of songs from the 80s and i cant blame her. lust let the teenage girls have fun and you too! its makes alot of memories to tell your kids if you have any !,anecdote,
"If I could offer some sort of counter argument, those Pop artists are purposely marketed to teenage female audiences, but almost no music is marketed just for young male audiences. It’s all marketing.",analysis,
"The patriarchy. It’s this notion that teenage girls are dumb and vapid, therefore nothing they like can have any substance or be taken seriously. I was a teenage girl in the 2000s when being “not like other girls” was the ideal. I’m glad we’ve largely moved past that as a society, but some people still feel the need to look down on whatever young girls like to try and feel better about themselves.",anecdote,
That is actually an excellent question. Why are teenagers sneered upon in general? They are held to unachievable standards and expected to have the maturity of an adult three times their age.,analysis,
"This is a pretty interesting topic. Reading this, I can see some of the different nuances. On the one hand, making art that is enjoyed by teenage girls should not be a mark against the artist. Some have talked about how different genres of music and artists were dismissed ranging from the early Beatles, Girl Groups, different types of pop music and pop stars, good looking artists. Over time, people have been able to recognize the artistic merit of these artists. On the other hand, artists who are appealing to teenage girls in a more predatory way casts different undertones to the music. And there's also the distinction people have between being widely appealing and manufacturing your music to be widely appealing. In the broad sense, I know there's the discussion on children's media vs general audience media vs teenager media vs adult media. All of these categories can have artistic merit. But at different age groups, it's expected that you'll enjoy the media that is most appropriate. Some of this is valid: enjoying only children's media could cause you to miss out on art that presents a more nuanced perspectives and experiences. It's important to broaden one's palette. But you also can't just put adult themes into children's media before they're ready. Because that can also distort one's childhood experiences and their sense of boundaries. I actually think there's quite a bit to sift through and hope we can discuss it more.",analysis,
"This isn't hard. Although obviously not all bands liked by teen girls are like this, there is no denying the endless string of what is essentially some version of the Bay City Rollers.",hot_take,
"The answer is simply misogyny, and a lot of the comments here back this up (and a lot seem hilariously unaware of it).",hot_take,
If the interest is ONLY tween girls that is not a great sign for the music. Whether it is Top 40 or club hits or whatever there's got to be some appeal elsewhere.,hot_take,
Probably because it’s generic shite that values clothes and dance moves as equal to musical talent.,hot_take,
Name literally any star that young girls are fans of and dancing and fashion are huge parts of their identity and performances.,hot_take,
like stuff that appeals to young men is about fucking and fighting? Interesting...,hot_take,
"Yeah, grown ups don’t really rate things aimed at young boys either.",hot_take,
It's not treated with the same disdain. Been watching it for 25 years,anecdote,
"Of course it is.

If a grown up told you their favourite film was fast and furious 5 you would obviously laugh at it.",hot_take,
"Tbf I don't think the matrix can be considered ""mindless slop"". Fast and Furious definitely can.",hot_take,
"Misogyny. Young boys can care about anything and entire industries take their interests and even craft jobs specifically to cater that demographic even when they’re not even a big demographic anyway, whereas young girls and women create massive cultural phenomena through fandom (aka sci-fi with Frankenstein which was created by a teenage girl, The Beatles wouldn’t have gone anywhere near where they went without massive support from mostly young girls, Star Trek only survived thanks to women back in its first seasons, not to mentions all the things young girls invented in STEM and medicine that nobody talks about because women and girls invented them yet every success by a man or a boy is always celebrated and slapped on every frontline - as it should be, but not only for boys!) and either they’re dismissed and made fun of or the thing they started becomes so big it becomes impossible to ignore so men will appropriate the thing and push women out of it. Like they did with the entirety of sci-fi and Star Trek in particular. And when girls and women have an interest it had better be food or marriage or popping babies out or being conventionally attractive for men or else we’ll be attacked, abused or often killed for living outside of the restrictive boxes the patriarchy wants us to follow. On the flip side, if boys want to engage in things that are seen as “feminine” they’ll also be abused or killed because, well, feminine things are seen by the patriarchy as inferior to engage with. And homophobia and transphobia heavily intersects with all of this btw. Patriarchal social structures, racism and capitalism are straight up the origin point of almost every problem in the world tbh, and they intersect all the time.",analysis,
"The Beatles had a largely teenage female fanbase… that said teenagers of any sex typically have bad taste in music, they are only exposed to so much and are more prone to falling for marketing",hot_take,
"Rigid ideas of masculinity cause society to mock and suppress things young women enjoy. Until men claim them later as serious art. IE Elvis Presley. Who was derided as a shallow hick for screaming girls. Or The Beatles. You know, Misogny.",analysis,
Because you don't get that audience by making anything other than cheap music,hot_take,
"Misogyny. That’s the answer. I know you’re not a Swiftie, OP, and neither am I, but I started looking a bit more closely Taylor Swift’s success a while ago and this is what I noticed. Take a close look at the main similarities between Taylor Swift and a more “serious” male artist - let’s go with Bruce Springsteen. Both are very successful singer-songwriters, obviously. Both are excellent lyrical storytellers; most of their songs tell interesting, sometimes quite dark and moving stories, that are not necessarily autobiographical, many in which they are playing characters, the protagonists. Both have had big hits with catchy, lighter “pop” singles, eg Springsteen with “Dancing in the Dark”, “Hungry Heart”, for example. Swift with most of her early song catalogue. Both have also done more serious and introspective acoustic-leaning work, Swift with Folklore and Evermore, Springsteen with The River and Nebraska. Now I will gladly die on the hill that they are incredibly similar artists. Yet Springsteen gets revered as a musical genius and the voice of a generation; Swift is dismissed by the same critics as “music for teenage girls”. Swift’s massive success and popularity can only be tempered by making her work seem trivial and less significant, even though the only real difference is…her audience. This is misogyny at work.",analysis,
"Taylor Swift audience demographic according to a survey quoted by Forbes: Swifties are nearly evenly split between men and women, with 52% women and 48% men, and they span multiple generations, including 45% millennials, 23% baby boomers, 21% Gen X, and 11% Gen Z.",analysis,
Teenage boys make music for themselves. The number of teenage boys starting bands vs teenage girls is probably 10 to 1 at least. Most of them suck and everyone knows it. The cream rises and you get all sorts of pretty respectable music. You also get a lot of shit which is derided like idk blink 182 or something which is seen as being pretty childish and lame. Even limp bizkit makes their own music and came up playing clubs and stuff and is a total punch line. Compare that to Miley Cyrus or Brittany spears who are creations of Disney.,analysis,
And why aren't teen girls starting bands?,hot_take,
"
It's mainly because current teenage girls have trash music taste and are consuming the most garbage slop you will ever see and the most horrible artists are becoming famous because of this

It's like you mentioned. Teenage girls right now mainly consume kpop and taylor swift. Which is garbage ",hot_take,
Don’t say all that and leave bro-country out of the discussion.,hot_take,
Ridiculous take.,hot_take,
How? They are consuming garbage hence this sterotype ,hot_take,
The Beatles quit touring because the couldn’t hear themselves amidst the girls screaming.,analysis,
And how is this answering my question?,hot_take,
"Youth is one reason. Older people see that they are being left behind. Things are not being targeted towards them anymore. This is both confusing and angering to them. Taking that out or dismissing current pop culture is a tiny way to fight those feelings. They call things that teenagers like now frivolous and unnecessarily vulgar. Unlike the things that they liked in their youth. These things of course were once also seen as frivolous and vulgar but are now “classic” in their eyes. Another factor is more nefarious. Older songs are often not from the viewpoint of teens girls but very often about them. Stalking them, or being unable to control illicit feelings towards them. Teen girls are one of the groups that start trends. They can influence the culture. The knowledge that girls may not be as easily manipulated into having an interest in them makes those who fetishize teen girls angry. This anger is mostly unconscious so it’s often taken out on the stuff teens girls like. A “Why is she so passionate about that pop star but looks at me like I’m a creep?” type thing.",analysis,
"Misogyny. Look at how the Beatles were treated during their prime, and now they are considered the greatest 4 piece of all time. The music is the same now as it was back then, people just hate women and girls, it’s really that simple.",hot_take,
"Because when music is made with teenage girls as the target audience, everyone else is going to think it sounds like shit",hot_take,
"Talked to my wife to get her opinion. She basically came to the conclusion that within our (American) culture music is the male equivalent of fashion. Women do fashion and makeup to turn themselves in art. The primary reason could be said for attracting others, but the culture and artistic value goes way beyond. They'll want to look cute for themselves, or for others outside of sex. Meanwhile men tend to put little effort in. Music has the same thing for men. A performing artist like a musician can get laid, so men will buy guitars or learn to rap. But it goes beyond that where it's also about impressing their peers and there's a culture around it. Women trend toward putting in little effort in developing music taste. Her experience was taste in music for teen boys when she grew up was a crapshoot. If she got music recs she'd get a huge variety of music. Meanwhile, most girls she knew tended to list just pop hits.",analysis,
"Honest answer? Teenage girls are mostly scared of ostracism and want to fit in with the crowd, this generally leads to having very basic and pedestrian tastes in media consumption.",hot_take,
"I'm gonna play devil's advocate and say it's not inherently sexism. In most cases the music that appeals to teenage girls is incredibly shallow and lacks perspective about the real world. I.e. songs about highschool/college, love and relationships, partying, etc. For an artist's fanbase to be mostly teenage girls, reflects poorly on the nature of the content of the artists music.",hot_take,
"Why ""teenage girls"" and not simply ""teenagers"" then? Are you suggesting teenage boys have more ""perspective about the real world""?",analysis,
"Teenage girls literally control the music industry. Its been a thing since the first time Elvis thrusted his hips on TV and they cut to a teenage girl swooning over him. The formula is quite simple. Teenagers (no offense) are gullible, they are easily manipulated and succumb to peer pressure relatively easily. If you want to capture the largest portion of the teenage demographic, then all you need to do is get girls to go, and the boys will simply follow. If you market to teenage boys, you don't usually get too many girls. Teenagers also have no responsibilities, they don't care how they spend their money because they don't often have to work for it, and many are on an allowance. Finally, a majority of people stop consuming new music in their late teens and early 20s, so marketing music to an adult crowd tends to not be as lucrative as marketing to teens. Teens, again no offense, are more apt to become super fans because their world experience is a lot more narrow, and in a world of trying to fit in, and make sense of the pit falls of high school while also figuring out who you are as a person, when you find something you feel represents you, there's a much stronger connection as a teen. So when music is obviously just marketed to teenage girls, it can be hard to take seriously as fan of music as an artform more than a product. The late 90s and early 00s were prime examples in fairly recent times. The ""boy band era."" N'Sync, 98 degrees, Backstreet Boys etc. Great performers, sure. But nothing about them was actually targeted to boys, it was all designed with the idea of getting young girls interested in them, so the boys who were interested in the girls would follow. And given the music industry's extensive past of grooming and pedophilia, there's an extra layer of gross attached to it to me when grown ass men are writing music for other men to perform that is targeted at a teenage girl demographic.",analysis,
"Broadly speaking - the teen girl demographic cares more about how music makes them feel than about artistic merit - so they’re more easily marketed to by inauthentic pop acts (like manufactured boy bands) who can target those emotional buttons with minimal artistic merit. It’s about prioritising feeling and not technical musical greatness - so the artistic bar is lower. Then people observe that trend and say ‘their taste is cheap’. Broadly speaking - guys tend to be more in awe of technical musical skill and consider what it requires of an artist to create great authentic art; they’re more likely to debate the great guitar soloists, rap lyricists, classic albums etc because men prioritise competence and innately recognise hierarchy, even in music, to be significant. They do it with sports and comedy, they care about technical accomplishment - so the artistic bar is higher. Teen girls dont tend to debate those things simply because they value them less than how much an artist pushes their emotional buttons - desire, fantasy, inspiration etc - if they do that job, even if it’s a manufactured pop group, it’s met the threshold of what matters. That doesn’t imply teen girls dont like great artists, it just means they may tend to like them for different reasons to guys. So that’s why, IMO, theres a difference between guys and girls tastes - but why are girls judged for that difference? Because of course it’s the men who are the ones doing the judging - men’s tendency to rate everything by hierarchy and competence (less on emotion alone) dominate discussions of art.",analysis,
Sexism. Look at the way media for women is treated in general. Its a lot of petty whiny men in control who feel threatened by teenage girls not conforming to their way of being and so they try to make it shameful. I don't like Twilight. I respect someone who does because it's a story and if it's fun that's all that matters. I don't like Taylor Swift and find her incredibly problematic and anti feminist. I still respect the right of people that do. Music is subjective. So it shouldn't be somehow wrong or bad to like something but... If people were allowed to be happy we couldn't be sold stuff to fill the gaping void where confidence used to be,hot_take,
"Misogyny… basically that music for teenage girls is inevitably vapid and overly sentimental (“they’re emotional… [and thus unserious]”), as well as inherently sexually charged or motivated (“they’re sexy, and boy-crazy”). Silly and I’m glad and grateful that’s been on its way out.",hot_take,
"It's not inherent to music created by or for teenage girls, but I do absolutely believe the mechanisms of capitalism and mainstream media do target girls with more 'trash' than boys a lot of the time, something which is categorically rooted in misogyny. It's just dumbfuck misogynists see the boxes people try to put girls in, and think that it all comes from what the girls want. Misogyny also inherently is a barrier to women being given the space and license to write the kinda stuff that would just be seen as 'good' regardless. There's gonna be more 'functional' but uninspiring content when the risks of rocking the boat are much greater. Men have simply been allowed to indulge themselves more.",analysis,
"You managed to put into words something I've been feeling for a long time but struggled to articulate. I was wishing I could get a valid reasoning that's something other than sexism or misogyny for once, but the downvotes on my post and some of these comments are a proof that we aren't escaping these boxes anytime soon.",anecdote,
"That's a strange conclusion to draw when I've repeatedly engaged with explanations that had nothing to do with misogyny.

In fact, some of the comments I've appreciated most in this thread were the ones offering alternative perspectives and factors I hadn't considered before. I made this post because I was interested in understanding the phenomenon better, not because I was looking for people to repeat back a conclusion I'd already settled on.

You don't have to agree with my interpretation, but I don't think it's fair to characterise curiosity about a topic as evidence that someone is unwilling to hear opposing views.

And if you're going to make claims about my motives, you could at least read my replies first. They make it pretty clear that I've been engaging with explanations beyond the one you've decided I'm attached to.",anecdote,
"I can understand why my comment gave you that impression. However, once this post started gaining traction, I received a lot of responses from people who brought perspectives and experiences that I simply don't have. I've been making a genuine effort to read through them carefully and with an open mind, and I've come across several insights that I found valuable and hadn't considered before. I've even made a point of thanking people for sharing their perspectives when they approached the discussion with a degree of skepticism or criticism, because the whole reason I made this post was to hear viewpoints that differed from my own.

When I said, ""I wish I could find a valid explanation other than sexism or misogyny for once,"" I don't think I expressed myself very clearly. What I meant was that I made this post precisely because I wanted to explore explanations that went beyond those frameworks. I was hoping to discover different angles, challenge my own assumptions, and better understand a phenomenon that I've been thinking about for a long time.

You don't have to take my word for it, but that has genuinely been my intention throughout this discussion :)",anecdote,
"Yes, teen girls are targeted more by the market machine because that's where the big payoff has been. Its all about money. Meanwhile, nobody sees more hate than male pop country acts. Misogyny is a lazy argument.",hot_take,
"I think you're confusing cause for effect, I think it's more that cheap pop attracts younger audiences and it's safer to have boys objectified so it's typically a young female audience... Just my opinion, let the crucifixion commence",hot_take,
"You're lecturing me about not stereotyping teenage girls while simultaneously stereotyping me because you think I'm young. I think you're making a different point than I am. I'm well aware of the impact that predominantly female fanbases have had throughout music history. My question is why people so often use the presence of a teenage female fanbase as evidence that an artist is bad. And why is it so normalised to generalise such a huge demographic, just like you did when you said, ""It's not the teenage girls that suck, it's the current music they're listening to that does."" Teenage girls aren't a monolith. We're not all listening to the same artists, genres, or songs. Reducing an entire demographic to whatever music trend you personally associate with teenage girls is exactly the kind of thinking I'm questioning.",analysis,
"The Beatles are actually evidence for what OP is saying though. While The Beatles had that predominantly female fanbase, their music was looked upon as being frivolous. But they had a demographic shift, which happened at the same time as their music becoming more complex and more experimental. Whether the girls stopped listening because of the music changing, I cannot say. But there absolutely were two main phases for them: the early phase, where they had simple music (that critics shat on) and loads of screaming girls at shows, and the later phase, where the music was more artsy, the critics much kinder, and the music bought mainly by guys.",analysis,
"The Beatles were huge across the youth demographic from the beginning. They did have a sort of boy band appeal (""which one do you think is cutest?"") but by no means were they seen as a band primarily for or listened to by girls. They took over pop music. Elvis was a big sex symbol among teenage girls but was huge across the youth demographic too. Frank Sinatra too in his time. Point being, I don't think they're counter examples to what OP was saying. Bands seen as being primarily for boys at the exclusion of girls are maligned for it too, but not to the same degree. I think that's the real disparity.",analysis,
"I'm not sure what question you are answering- but I don't think it is the one being asked. The Beatles are revered by critics, but almost in spite of the fact that their first fans were teenage girls. There is certainly not an overall feeling that whatever music today's teenage girls are into is probably worth paying attention to, after all they were the ones who discovered The Beatles.",analysis,
"I would distinguish, though, that those aren't Blues guys, they are Rock guys. There were old Blues guys, too, certainly.

The urban Jump Blues/R&B scene that birthed Rock and Roll during Prohibition shared 'blue notes' but wasn't really in conversation with Blues, the genre, for the most part (which was more of a rural folk tradition), until you get to get into the mid 50s, the result of both genres moving towards the electric guitar and crossover artists like Howlin' Wolf.

That Elvis story sounds a bit apocryphal to me - while he did cover a couple songs by black artists (famously, lol), Elvis's early Sun 'Rockabilly' era is pretty so deeply Western Swing that it really doesn't sound like black music at the time, to my ears, at least, until 1956, a year after he first performed with Holly. But, of course, impossible to know what sounded like what in Texas 70 years ago.",analysis,
"Again, you're judging it by today's standards. A kid in Lubbock is not going to know what Elvis looks like if he only hears him on the RADIO.

And black musicians were playing rhythm and blues. Not ""western swing."" Guys like Eddie Cochran and Buddy Holly took a lot their country and western roots, and combined it with R & B. Tour poster didn't go up until maybe a couple of days before a show.

The reason why you think the early history of rock n' roll is ""bullshit,"" is because you're overthinking things and you think that the world you see around you as always existing. ""Oh, how can you not know what Elvis look liked?"" If you're from a relatively small town in the Middle of the country with one newspaper and you had to go down to the town center and watch Ed Sullivan on a TV in a department store window, which a lot people did, then the chances of seeing Elvis before buying his records or seeing him live were very small, until he was in his first movie ""Love Me Tender."" John Lennon said the first time he saw Elvis was at the movies. Many 45s were still being shipped in plain paper sleeves until the mid 50's with no artwork on them.

This reminds me of when I told someone about the tragedy of the band Badfinger, how their manager ripped them off, and Warner Bros pulled their album ""Wish You Were Here,"" and refused to release their next album. Someone asked me ""why couldn't they release their music themselves?"" I told him it was 1974 and that wasn't an option. They couldn't grasp there was no way for you to do that back then, because a world without the internet or things like YouTube and Spotify didn't seem possible. It's not ""boomer history,"" it's just history.",analysis,